,links
163,https://open.sap.com/courses/s4h7
164,https://open.sap.com/courses/byd4
165,https://open.sap.com/courses/sps3
166,https://open.sap.com/courses/sbi2-1
167,https://open.sap.com/courses/bmi1-1
168,https://open.sap.com/courses/ism1-tl
169,https://open.sap.com/courses/acw1-3-fr
170,https://open.sap.com/courses/acw2-2-fr
171,https://open.sap.com/courses/acw1-3
172,https://open.sap.com/courses/acw2-2
173,https://open.sap.com/courses/hsesh1
174,https://open.sap.com/courses/cst1
175,https://open.sap.com/courses/dtm1
176,https://open.sap.com/courses/hsgs1
177,https://open.sap.com/courses/byd3
178,https://open.sap.com/courses/pev1
179,https://open.sap.com/courses/sps2
180,https://open.sap.com/courses/bw4h1
181,https://open.sap.com/courses/upnw2
182,https://open.sap.com/courses/tsbe1-tl
183,https://open.sap.com/courses/ibcs1-tl
184,https://open.sap.com/courses/hssh1
185,https://open.sap.com/courses/db1
186,https://open.sap.com/courses/ui51
187,https://open.sap.com/courses/hshd1
188,https://open.sap.com/courses/than1
189,https://open.sap.com/courses/upnw1
190,https://open.sap.com/courses/sbi1-1
191,https://open.sap.com/courses/byd1
192,https://open.sap.com/courses/uxn2
193,https://open.sap.com/courses/iot1
194,https://open.sap.com/courses/dit1
195,https://open.sap.com/courses/ogsd1
196,https://open.sap.com/courses/a4h1
197,https://open.sap.com/courses/hana-warmup
